id	title	asset_type	asset_id	organisation_id	user_id	creator_id	system_score	user_score	created	opened	deleted	saved	clicked_out
418	Fund Your Business: Options for Raising Capital and Navigating M&A	event	1246	28	122	144	0.41		1715376641	1715383841			
419	Rescheduling or Descheduling: How Future Federal Decisions May Impact the Industry	event	1190	28	122	144	0.4		1715376641	1715380241	1715383841		1715380301
420	The Cannabis Conversation	event	435	28	122	98	0.4		1715376641	1715383841	1715380241	1715387441	
421	Largest cannabis MSOs lay out modest expansion plans for 2024	content	137	28	123	143	0.38		1715376641	1715383841		1715387441	1715391041
422	How R&D cannabis lines help cultivators conduct market research	content	82	28	123	99	0.34		1715376641	1715383841			
423	Second round for Missouri cannabis microbusiness applications set for April	content	100	28	123	98	0.32		1715376641	1715383841	1715391041	1715380541	1715387441
424	Regulated marijuana offers new chance at equity: Q&A with social justice leader Martin Luther King III	content	5	28	123	99	0.32		1715376641	1715383841		1715380541	1715384141
425	280E, new markets and wholesale revenue highlight cannabis earnings season	content	76	28	123	143	0.31		1715376641	1715380241	1715383841		1715380301
426	Ziva Cooper | Director of the UCLA Center for Cannabis and Cannabinoids	contact	291	28	123	144	0.62		1715376641	1715383841	1715380241	1715387441	
427	Laura Farren | Academic Research Partnerships @ CareEvolution | Master's Degrees, Public Administration and Public Health	contact	402	28	123	144	0.55		1715376641	1715383841		1715380421	1715380301
428	Gabrielle Feldman | Program Manager for the Environmental Support Services Contract at NASA Ames Research Center	contact	386	28	123	143	0.54		1715376641	1715380241	1715383841	1715380421	1715380301
429	Christine Parman | Cannabis	contact	220	28	123	98	0.52		1715376641				
430	Annie deKanter | Retail Channel Manager : Improving lives by providing clarity around cannabis and confidence around consumption	contact	410	28	123	144	0.5		1715376641	1715383841	1715394641	1715387441	1715391041
431	Cultivating Customers: Mastering Cannabis Marketing in the Midwest | CC04	event	433	28	123	98	0.42		1715376641	1715380241	1715383841		
432	Supporting the Cannabis Industry with Industry Best Practice and Regulatory Compliance	event	1254	28	123	144	0.42		1715376641	1715380241	1715383841		
433	Fund Your Business: Options for Raising Capital and Navigating M&A	event	1246	28	123	98	0.41		1715376641	1715383841	1715391041		1715387441
434	Rescheduling or Descheduling: How Future Federal Decisions May Impact the Industry	event	1190	28	123	98	0.4		1715376641	1715383841	1715391041		1715387441
435	The Cannabis Conversation	event	435	28	123	144	0.4		1715376641		1715383841		
436	Largest cannabis MSOs lay out modest expansion plans for 2024	content	137	28	124	143	0.38		1715376641	1715380241	1715383841		
437	How R&D cannabis lines help cultivators conduct market research	content	82	28	124	144	0.34		1715376641	1715383841			
438	Second round for Missouri cannabis microbusiness applications set for April	content	100	28	124	99	0.32		1715376641	1715383841	1715391041	1715387441	
439	Regulated marijuana offers new chance at equity: Q&A with social justice leader Martin Luther King III	content	5	28	124	143	0.32		1715376641	1715383841			
440	280E, new markets and wholesale revenue highlight cannabis earnings season	content	76	28	124	143	0.31		1715376641	1715380241		1715380541	1715384141
441	Ziva Cooper | Director of the UCLA Center for Cannabis and Cannabinoids	contact	291	28	124	98	0.62		1715376641	1715380241	1715383841		
442	Laura Farren | Academic Research Partnerships @ CareEvolution | Master's Degrees, Public Administration and Public Health	contact	402	28	124	99	0.55		1715376641	1715383841			
443	Gabrielle Feldman | Program Manager for the Environmental Support Services Contract at NASA Ames Research Center	contact	386	28	124	98	0.54		1715376641	1715383841			1715387441
444	Christine Parman | Cannabis	contact	220	28	124	144	0.52		1715376641	1715383841		1715380541	
445	Annie deKanter | Retail Channel Manager : Improving lives by providing clarity around cannabis and confidence around consumption	contact	410	28	124	143	0.5		1715376641	1715383841		1715387441	1715391041
446	Cultivating Customers: Mastering Cannabis Marketing in the Midwest | CC04	event	433	28	124	144	0.42		1715376641	1715383841			1715387441
447	Supporting the Cannabis Industry with Industry Best Practice and Regulatory Compliance	event	1254	28	124	144	0.42		1715376641	1715383841	1715387441		
448	Fund Your Business: Options for Raising Capital and Navigating M&A	event	1246	28	124	99	0.41		1715376641	1715383841	1715391041		1715387441
449	Rescheduling or Descheduling: How Future Federal Decisions May Impact the Industry	event	1190	28	124	143	0.4		1715376641	1715380241	1715383841	1715380541	1715384141
450	The Cannabis Conversation	event	435	28	124	99	0.4		1715376641	1715383841	1715387441		
451	Largest cannabis MSOs lay out modest expansion plans for 2024	content	137	28	125	144	0.38		1715376641	1715383841	1715387441		
452	How R&D cannabis lines help cultivators conduct market research	content	82	28	125	143	0.34		1715376641	1715383841	1715380421		1715387441
453	Second round for Missouri cannabis microbusiness applications set for April	content	100	28	125	98	0.32		1715376641	1715383841	1715394641	1715387441	1715391041
454	Regulated marijuana offers new chance at equity: Q&A with social justice leader Martin Luther King III	content	5	28	125	144	0.32		1715376641	1715380241	1715383841	1715380541	
455	280E, new markets and wholesale revenue highlight cannabis earnings season	content	76	28	125	99	0.31		1715376641	1715383841	1715387441		
456	Ziva Cooper | Director of the UCLA Center for Cannabis and Cannabinoids	contact	291	28	125	99	0.62		1715376641	1715383841		1715380541	1715387441
457	Laura Farren | Academic Research Partnerships @ CareEvolution | Master's Degrees, Public Administration and Public Health	contact	402	28	125	143	0.55		1715376641	1715383841	1715387441		
458	Gabrielle Feldman | Program Manager for the Environmental Support Services Contract at NASA Ames Research Center	contact	386	28	125	98	0.54		1715376641	1715383841		1715380541	1715387441
459	Christine Parman | Cannabis	contact	220	28	125	98	0.52		1715376641	1715383841	1715391041		1715387441
460	Annie deKanter | Retail Channel Manager : Improving lives by providing clarity around cannabis and confidence around consumption	contact	410	28	125	144	0.5		1715376641	1715383841		1715380421	1715387441
461	Cultivating Customers: Mastering Cannabis Marketing in the Midwest | CC04	event	433	28	125	144	0.42		1715376641	1715380241			
462	Supporting the Cannabis Industry with Industry Best Practice and Regulatory Compliance	event	1254	28	125	98	0.42		1715376641	1715380241	1715383841		
463	Fund Your Business: Options for Raising Capital and Navigating M&A	event	1246	28	125	98	0.41		1715376641	1715380241	1715383841		
464	Rescheduling or Descheduling: How Future Federal Decisions May Impact the Industry	event	1190	28	125	98	0.4		1715376641	1715380241	1715383841		1715380301
465	The Cannabis Conversation	event	435	28	125	98	0.4		1715376641		1715383841		
466	Cannabis operator Canopy raising $35 million in upsized private placement	content	2	29	126	143	0.4		1715376665	1715383865		1715387465	
467	Institutional investor puts $50 million into cannabis operator Canopy Growth	content	14	29	126	143	0.38		1715376665	1715383865	1715387465		
468	Largest cannabis MSOs lay out modest expansion plans for 2024	content	137	29	126	98	0.38		1715376665	1715380265		1715380445	1715380325
469	AFC Gamma provides $34 million to Sunburn Cannabis in debt capital	content	69	29	126	98	0.37		1715376665	1715383865		1715387465	1715380325
470	Chicago Atlantic lends $20 million to Nova Farms cannabis operator	content	45	29	126	98	0.36		1715376665	1715383865		1715387465	
471	Gabrielle Feldman | Program Manager for the Environmental Support Services Contract at NASA Ames Research Center	contact	386	29	126	98	0.62		1715376665	1715383865		1715380445	1715380325
472	Ziva Cooper | Director of the UCLA Center for Cannabis and Cannabinoids	contact	291	29	126	143	0.62		1715376665	1715383865			
473	Laura Farren | Academic Research Partnerships @ CareEvolution | Master's Degrees, Public Administration and Public Health	contact	402	29	126	144	0.56		1715376665	1715383865	1715394665	1715387465	1715391065
474	Harete Enriquez | Breakthrough Therapy for People Living with Parkinson’s Disease	contact	396	29	126	98	0.55		1715376665	1715383865	1715391065	1715380565	1715387465
475	Annie deKanter | Retail Channel Manager : Improving lives by providing clarity around cannabis and confidence around consumption	contact	410	29	126	143	0.5		1715376665		1715383865		
476	Fund Your Business: Options for Raising Capital and Navigating M&A	event	1246	29	126	99	0.44		1715376665	1715383865		1715387465	1715391065
477	Upwise Capital: Cannabis Business Financing on the Front Lines: Unsecured and Secured Debt Lending Options	event	1203	29	126	98	0.44		1715376665	1715383865	1715391065		1715387465
478	Surna: What to Expect When You're Expanding or Retrofitting	event	1245	29	126	144	0.44		1715376665	1715383865		1715387465	1715384165
479	Cultivating Customers: Mastering Cannabis Marketing in the Midwest | CC04	event	433	29	126	144	0.42		1715376665	1715383865	1715380265	1715387465	
480	Rescheduling or Descheduling: How Future Federal Decisions May Impact the Industry	event	1190	29	126	143	0.4		1715376665	1715383865		1715380565	
481	How R&D cannabis lines help cultivators conduct market research	content	82	30	127	99	0.31		1715376673	1715383873			
482	Largest cannabis MSOs lay out modest expansion plans for 2024	content	137	30	127	144	0.3		1715376673	1715380273	1715383873	1715380453	1715380333
483	Arizona cannabis social equity reform failure highlights broader struggle	content	39	30	127	144	0.3		1715376673	1715383873	1715391073	1715380573	1715387473
484	MedMen receiver sets date to meet with creditors after cannabis MSOs bankruptcy filing	content	21	30	127	144	0.29		1715376673	1715380273			
485	Real estate getting easier to access: Q&A with Story Cannabis CEO Jason Vedadi	content	131	30	127	144	0.28		1715376673	1715380273	1715383873	1715380453	1715380333
486	Gabrielle Feldman | Program Manager for the Environmental Support Services Contract at NASA Ames Research Center	contact	386	30	127	143	0.62		1715376673	1715380273	1715383873	1715380453	1715380333
487	Ruben Seyde | “The Cannabis Guy” | Delivered, Inc Founder | Sharing my experiences as a Mexican entrepreneur | Follow along for cannabis insights, behind-the-scenes action, and motivation	contact	280	30	127	99	0.56		1715376673	1715383873		1715387473	
488	Erin Alexander | Content @ TechGC	contact	416	30	127	98	0.56		1715376673	1715383873	1715380453		1715380333
489	Christine Parman | Cannabis	contact	220	30	127	98	0.56		1715376673		1715383873		
490	Harete Enriquez | Breakthrough Therapy for People Living with Parkinson’s Disease	contact	396	30	127	144	0.55		1715376673	1715380273	1715383873	1715380573	
491	Surna: What to Expect When You're Expanding or Retrofitting	event	1245	30	127	99	0.44		1715376673	1715383873	1715380453		1715380333
492	Fund Your Business: Options for Raising Capital and Navigating M&A	event	1246	30	127	98	0.43		1715376673	1715383873		1715387473	
493	Ignite your Cannabis Brand: Unconventional Strategies for Regulatory Market	event	430	30	127	143	0.4		1715376673	1715380273	1715383873	1715380573	1715384173
494	Psychedelics Investing Forum	event	19	30	127	144	0.4		1715376673	1715383873	1715380333		1715387473
495	Los Angeles Cannabis Investor Conference	event	6	30	127	98	0.39		1715376673	1715383873	1715391073	1715380573	1715387473
496	How R&D cannabis lines help cultivators conduct market research	content	82	30	128	98	0.31		1715376673	1715383873	1715391073		1715387473
497	Largest cannabis MSOs lay out modest expansion plans for 2024	content	137	30	128	99	0.3		1715376673	1715383873			
498	Arizona cannabis social equity reform failure highlights broader struggle	content	39	30	128	98	0.3		1715376673	1715383873			1715387473
499	MedMen receiver sets date to meet with creditors after cannabis MSOs bankruptcy filing	content	21	30	128	143	0.29		1715376673	1715383873	1715391073		1715387473
500	Real estate getting easier to access: Q&A with Story Cannabis CEO Jason Vedadi	content	131	30	128	98	0.28		1715376673	1715383873	1715380453		1715380333
501	Gabrielle Feldman | Program Manager for the Environmental Support Services Contract at NASA Ames Research Center	contact	386	30	128	99	0.62		1715376673	1715383873	1715391073	1715387473	
502	Ruben Seyde | “The Cannabis Guy” | Delivered, Inc Founder | Sharing my experiences as a Mexican entrepreneur | Follow along for cannabis insights, behind-the-scenes action, and motivation	contact	280	30	128	143	0.56		1715376673		1715380273		
503	Erin Alexander | Content @ TechGC	contact	416	30	128	144	0.56		1715376673	1715380273			
504	Christine Parman | Cannabis	contact	220	30	128	98	0.56		1715376673	1715383873	1715394673	1715387473	1715391073
505	Harete Enriquez | Breakthrough Therapy for People Living with Parkinson’s Disease	contact	396	30	128	98	0.55		1715376673	1715383873	1715387473		
506	Surna: What to Expect When You're Expanding or Retrofitting	event	1245	30	128	144	0.44		1715376673	1715383873			1715387473
507	Fund Your Business: Options for Raising Capital and Navigating M&A	event	1246	30	128	144	0.43		1715376673	1715383873	1715387473		
508	Ignite your Cannabis Brand: Unconventional Strategies for Regulatory Market	event	430	30	128	98	0.4		1715376673	1715383873		1715380453	1715387473
509	Psychedelics Investing Forum	event	19	30	128	99	0.4		1715376673	1715383873			1715387473
510	Los Angeles Cannabis Investor Conference	event	6	30	128	99	0.39		1715376673	1715383873		1715380453	1715380333
511	Massachusetts cannabis regulator expanding secret shopper program	content	71	32	133	144	0.31		1715376677	1715383877		1715380577	1715387477
512	Opinion: What to consider when buying a Florida medical cannabis business license	content	124	32	133	143	0.29		1715376677	1715383877	1715380277		1715387477
513	Cookies sued again by cannabis retail partner in $100 million dispute	content	123	32	133	143	0.29		1715376677	1715383877	1715391077		1715387477
514	Regulated marijuana offers new chance at equity: Q&A with social justice leader Martin Luther King III	content	5	32	133	144	0.28		1715376677		1715383877		
515	Jushi looks to boost efficiency as it awaits new adult-use cannabis markets	content	86	32	133	143	0.28		1715376677	1715383877	1715380277		
516	Christine Parman | Cannabis	contact	220	32	133	143	0.64		1715376677	1715383877		1715380457	1715387477
517	Gabrielle Feldman | Program Manager for the Environmental Support Services Contract at NASA Ames Research Center	contact	386	32	133	144	0.63		1715376677	1715383877	1715391077	1715380577	1715387477
518	Ernesto Billones | Investor Relations Associate	contact	398	32	133	99	0.5		1715376677	1715380277	1715383877	1715380457	1715380337
519	Laura Farren | Academic Research Partnerships @ CareEvolution | Master's Degrees, Public Administration and Public Health	contact	402	32	133	143	0.49		1715376677	1715383877	1715391077		1715387477
520	David Gonzales | Founder of “A Cannabis Company” , #ÅCannabis Magician🐇🤠 , Specializes in verbal telekinesis	contact	290	32	133	99	0.48		1715376677	1715383877	1715380277	1715387477	
521	Fund Your Business: Options for Raising Capital and Navigating M&A	event	1246	32	133	143	0.42		1715376677	1715383877	1715391077		1715387477
522	Canna Connect 04 Community Service Event | Uptown Minneapolis Clean Up	event	636	32	133	143	0.38		1715376677	1715380277	1715383877		
523	PurePressure: How To: Designing a Solventless Processing Lab	event	1217	32	133	99	0.38		1715376677	1715383877		1715387477	1715384177
524	Supporting the Cannabis Industry with Industry Best Practice and Regulatory Compliance	event	1254	32	133	143	0.37		1715376677	1715380277			
525	HUB International: Making the Connection Between Risk Management and Profitability: A Guide for Cannabis Operators	event	1195	32	133	144	0.37		1715376677	1715380277		1715380457	1715380337
526	Massachusetts cannabis regulator expanding secret shopper program	content	71	32	134	144	0.31		1715376677	1715383877			
527	Opinion: What to consider when buying a Florida medical cannabis business license	content	124	32	134	98	0.29		1715376677	1715383877			
528	Cookies sued again by cannabis retail partner in $100 million dispute	content	123	32	134	99	0.29		1715376677	1715383877		1715380577	1715384177
529	Regulated marijuana offers new chance at equity: Q&A with social justice leader Martin Luther King III	content	5	32	134	143	0.28		1715376677	1715383877	1715380337		1715387477
530	Jushi looks to boost efficiency as it awaits new adult-use cannabis markets	content	86	32	134	98	0.28		1715376677	1715383877	1715380277		
531	Christine Parman | Cannabis	contact	220	32	134	143	0.64		1715376677	1715380277	1715383877	1715380577	1715384177
532	Gabrielle Feldman | Program Manager for the Environmental Support Services Contract at NASA Ames Research Center	contact	386	32	134	98	0.63		1715376677	1715383877	1715391077		1715387477
533	Ernesto Billones | Investor Relations Associate	contact	398	32	134	98	0.5		1715376677	1715383877	1715391077	1715380577	1715387477
534	Laura Farren | Academic Research Partnerships @ CareEvolution | Master's Degrees, Public Administration and Public Health	contact	402	32	134	143	0.49		1715376677	1715383877		1715380577	1715387477
535	David Gonzales | Founder of “A Cannabis Company” , #ÅCannabis Magician🐇🤠 , Specializes in verbal telekinesis	contact	290	32	134	98	0.48		1715376677	1715383877	1715387477		1715380337
536	Fund Your Business: Options for Raising Capital and Navigating M&A	event	1246	32	134	144	0.42		1715376677	1715380277	1715383877	1715380457	1715380337
537	Canna Connect 04 Community Service Event | Uptown Minneapolis Clean Up	event	636	32	134	144	0.38		1715376677	1715383877			
538	PurePressure: How To: Designing a Solventless Processing Lab	event	1217	32	134	99	0.38		1715376677	1715380277	1715380457		1715380337
539	Supporting the Cannabis Industry with Industry Best Practice and Regulatory Compliance	event	1254	32	134	143	0.37		1715376677	1715383877			1715387477
540	HUB International: Making the Connection Between Risk Management and Profitability: A Guide for Cannabis Operators	event	1195	32	134	98	0.37		1715376677	1715380277	1715383877	1715380577	1715384177
541	Massachusetts cannabis regulator expanding secret shopper program	content	71	32	135	144	0.31		1715376677	1715380277		1715380457	1715380337
542	Opinion: What to consider when buying a Florida medical cannabis business license	content	124	32	135	143	0.29		1715376677	1715383877	1715380337		1715387477
543	Cookies sued again by cannabis retail partner in $100 million dispute	content	123	32	135	99	0.29		1715376677	1715383877	1715387477		
544	Regulated marijuana offers new chance at equity: Q&A with social justice leader Martin Luther King III	content	5	32	135	99	0.28		1715376677	1715380277	1715383877	1715380577	1715384177
545	Jushi looks to boost efficiency as it awaits new adult-use cannabis markets	content	86	32	135	98	0.28		1715376677	1715383877	1715391077	1715380457	1715387477
546	Christine Parman | Cannabis	contact	220	32	135	98	0.64		1715376677	1715380277	1715383877		
547	Gabrielle Feldman | Program Manager for the Environmental Support Services Contract at NASA Ames Research Center	contact	386	32	135	98	0.63		1715376677	1715383877	1715391077		1715387477
548	Ernesto Billones | Investor Relations Associate	contact	398	32	135	143	0.5		1715376677	1715383877	1715380337		
549	Laura Farren | Academic Research Partnerships @ CareEvolution | Master's Degrees, Public Administration and Public Health	contact	402	32	135	144	0.49		1715376677	1715383877			1715387477
550	David Gonzales | Founder of “A Cannabis Company” , #ÅCannabis Magician🐇🤠 , Specializes in verbal telekinesis	contact	290	32	135	98	0.48		1715376677	1715383877	1715391077		1715387477
551	Fund Your Business: Options for Raising Capital and Navigating M&A	event	1246	32	135	98	0.42		1715376677	1715383877	1715391077		1715387477
552	Canna Connect 04 Community Service Event | Uptown Minneapolis Clean Up	event	636	32	135	98	0.38		1715376677	1715383877	1715380277	1715387477	
553	PurePressure: How To: Designing a Solventless Processing Lab	event	1217	32	135	99	0.38		1715376677	1715380277	1715383877	1715380577	1715384177
554	Supporting the Cannabis Industry with Industry Best Practice and Regulatory Compliance	event	1254	32	135	144	0.37		1715376677	1715383877	1715391077	1715380577	1715387477
555	HUB International: Making the Connection Between Risk Management and Profitability: A Guide for Cannabis Operators	event	1195	32	135	98	0.37		1715376677	1715380277			1715380337
556	How R&D cannabis lines help cultivators conduct market research	content	82	33	136	99	0.31		1715376691	1715383891	1715391091		1715387491
557	AFC Gamma is looking to finance unburdened cannabis borrowers	content	95	33	136	144	0.31		1715376691	1715383891	1715391091		1715387491
558	Opinion: What to consider when buying a Florida medical cannabis business license	content	124	33	136	144	0.3		1715376691	1715383891			
559	Heavy outside influence in Missouri cannabis micro licensing, report says	content	135	33	136	143	0.3		1715376691	1715383891			1715387491
560	Largest cannabis MSOs lay out modest expansion plans for 2024	content	137	33	136	98	0.3		1715376691	1715383891	1715380351		
561	Laura Farren | Academic Research Partnerships @ CareEvolution | Master's Degrees, Public Administration and Public Health	contact	402	33	136	143	0.56		1715376691	1715383891			1715387491
562	Gabrielle Feldman | Program Manager for the Environmental Support Services Contract at NASA Ames Research Center	contact	386	33	136	143	0.5		1715376691	1715383891		1715387491	1715391091
563	Annie deKanter | Retail Channel Manager : Improving lives by providing clarity around cannabis and confidence around consumption	contact	410	33	136	99	0.5		1715376691	1715383891		1715387491	1715391091
564	David Gonzales | Founder of “A Cannabis Company” , #ÅCannabis Magician🐇🤠 , Specializes in verbal telekinesis	contact	290	33	136	98	0.49		1715376691	1715383891		1715380591	1715387491
565	Carey Smith | Director of Consumer Engagement at 1906	contact	422	33	136	98	0.48		1715376691	1715380291	1715383891		
566	Cultivating Customers: Mastering Cannabis Marketing in the Midwest | CC04	event	433	33	136	99	0.42		1715376691	1715383891	1715380351		1715387491
567	Rescheduling or Descheduling: How Future Federal Decisions May Impact the Industry	event	1190	33	136	143	0.4		1715376691	1715383891	1715394691	1715387491	1715391091
568	The Cannabis Conversation	event	435	33	136	98	0.4		1715376691	1715383891	1715391091	1715380471	1715387491
569	Fund Your Business: Options for Raising Capital and Navigating M&A	event	1246	33	136	98	0.39		1715376691	1715383891	1715391091	1715380591	1715387491
570	Science of Cannabis Symposium 2024 Series #1	event	863	33	136	98	0.39		1715376691	1715383891	1715387491		
571	Auxly auditor flags going concern risk as cannabis firm reports smaller loss	content	72	34	137	98	0.3		1715376695	1715383895	1715387495		
572	Second round for Missouri cannabis microbusiness applications set for April	content	100	34	137	99	0.26		1715376695	1715380295		1715380595	1715384195
573	New Zealand cannabis company Cannasouth reviewing financial health	content	67	34	137	144	0.26		1715376695	1715380295	1715383895	1715380475	1715380355
574	Cannabis firm BZAM granted creditor protection with massive unpaid tax bills	content	109	34	137	98	0.25		1715376695	1715383895			1715387495
575	British Columbia allows promotion of outdoor cannabis consumption areas	content	127	34	137	144	0.25		1715376695	1715383895	1715391095		1715387495
576	Gabrielle Feldman | Program Manager for the Environmental Support Services Contract at NASA Ames Research Center	contact	386	34	137	99	0.62		1715376695	1715383895	1715380355		1715387495
577	Jason Towns | Backing mission-driven founders & professionally knocking doors down…	contact	199	34	137	144	0.43		1715376695	1715383895	1715391095	1715387495	
578	Laura Farren | Academic Research Partnerships @ CareEvolution | Master's Degrees, Public Administration and Public Health	contact	402	34	137	99	0.42		1715376695	1715383895	1715380295	1715387495	1715391095
579	Jayson Tantalo | Cannabis has always been 99.99% of my life. Some people use it for medicine to survive and others sold it to survive. Anyway you look at it, cannabis has been saving lives for decades now. 26+ years and I’m still here.	contact	183	34	137	144	0.42		1715376695	1715383895	1715391095	1715380595	1715387495
580	Carey Smith | Director of Consumer Engagement at 1906	contact	422	34	137	144	0.42		1715376695	1715383895		1715387495	
581	Supporting the Cannabis Industry with Industry Best Practice and Regulatory Compliance	event	1254	34	137	143	0.37		1715376695	1715383895	1715394695	1715387495	1715391095
582	Fund Your Business: Options for Raising Capital and Navigating M&A	event	1246	34	137	98	0.37		1715376695	1715383895	1715380295		
583	IRS Audits: Mistakes to Avoid	event	1202	34	137	143	0.36		1715376695	1715383895		1715387495	1715380355
584	Major Franchise Opportunity Start Your Own Online Cannabis Store Free Event	event	635	34	137	143	0.35		1715376695	1715383895	1715380475		1715380355
585	Network, Connect & Build Together Expo	event	830	34	137	143	0.34		1715376695	1715380295	1715383895	1715380595	
586	Auxly auditor flags going concern risk as cannabis firm reports smaller loss	content	72	34	138	144	0.3		1715376695	1715383895	1715387495		
587	Second round for Missouri cannabis microbusiness applications set for April	content	100	34	138	98	0.26		1715376695	1715380295	1715383895	1715380475	1715380355
588	New Zealand cannabis company Cannasouth reviewing financial health	content	67	34	138	99	0.26		1715376695	1715383895		1715387495	1715391095
589	Cannabis firm BZAM granted creditor protection with massive unpaid tax bills	content	109	34	138	143	0.25		1715376695	1715383895	1715380295		1715387495
590	British Columbia allows promotion of outdoor cannabis consumption areas	content	127	34	138	99	0.25		1715376695	1715383895			
591	Gabrielle Feldman | Program Manager for the Environmental Support Services Contract at NASA Ames Research Center	contact	386	34	138	99	0.62		1715376695	1715380295			
592	Jason Towns | Backing mission-driven founders & professionally knocking doors down…	contact	199	34	138	99	0.43		1715376695	1715380295	1715383895		
593	Laura Farren | Academic Research Partnerships @ CareEvolution | Master's Degrees, Public Administration and Public Health	contact	402	34	138	143	0.42		1715376695	1715380295	1715380355		
594	Jayson Tantalo | Cannabis has always been 99.99% of my life. Some people use it for medicine to survive and others sold it to survive. Anyway you look at it, cannabis has been saving lives for decades now. 26+ years and I’m still here.	contact	183	34	138	98	0.42		1715376695	1715383895		1715380595	1715387495
595	Carey Smith | Director of Consumer Engagement at 1906	contact	422	34	138	144	0.42		1715376695	1715383895		1715380595	1715384195
596	Supporting the Cannabis Industry with Industry Best Practice and Regulatory Compliance	event	1254	34	138	144	0.37		1715376695	1715383895	1715380295		1715387495
597	Fund Your Business: Options for Raising Capital and Navigating M&A	event	1246	34	138	143	0.37		1715376695		1715383895		
598	IRS Audits: Mistakes to Avoid	event	1202	34	138	144	0.36		1715376695	1715383895			1715387495
599	Major Franchise Opportunity Start Your Own Online Cannabis Store Free Event	event	635	34	138	98	0.35		1715376695	1715383895	1715380475	1715387495	1715391095
600	Network, Connect & Build Together Expo	event	830	34	138	143	0.34		1715376695	1715383895		1715380475	1715387495
601	Auxly auditor flags going concern risk as cannabis firm reports smaller loss	content	72	34	139	143	0.3		1715376695	1715383895	1715391095	1715380595	1715387495
602	Second round for Missouri cannabis microbusiness applications set for April	content	100	34	139	99	0.26		1715376695	1715380295	1715383895		
603	New Zealand cannabis company Cannasouth reviewing financial health	content	67	34	139	99	0.26		1715376695	1715383895	1715384315	1715380595	1715384195
604	Cannabis firm BZAM granted creditor protection with massive unpaid tax bills	content	109	34	139	143	0.25		1715376695	1715380295		1715380475	1715380355
605	British Columbia allows promotion of outdoor cannabis consumption areas	content	127	34	139	98	0.25		1715376695	1715383895		1715387495	
606	Gabrielle Feldman | Program Manager for the Environmental Support Services Contract at NASA Ames Research Center	contact	386	34	139	99	0.62		1715376695	1715380295	1715383895	1715380595	1715384195
607	Jason Towns | Backing mission-driven founders & professionally knocking doors down…	contact	199	34	139	98	0.43		1715376695	1715383895		1715380595	1715384195
608	Laura Farren | Academic Research Partnerships @ CareEvolution | Master's Degrees, Public Administration and Public Health	contact	402	34	139	99	0.42		1715376695	1715383895	1715391095		1715387495
609	Jayson Tantalo | Cannabis has always been 99.99% of my life. Some people use it for medicine to survive and others sold it to survive. Anyway you look at it, cannabis has been saving lives for decades now. 26+ years and I’m still here.	contact	183	34	139	143	0.42		1715376695	1715383895	1715394695	1715387495	1715391095
610	Carey Smith | Director of Consumer Engagement at 1906	contact	422	34	139	98	0.42		1715376695	1715383895	1715391095		1715387495
611	Supporting the Cannabis Industry with Industry Best Practice and Regulatory Compliance	event	1254	34	139	144	0.37		1715376695	1715383895	1715380355	1715387495	1715391095
612	Fund Your Business: Options for Raising Capital and Navigating M&A	event	1246	34	139	99	0.37		1715376695	1715383895		1715387495	1715380355
613	IRS Audits: Mistakes to Avoid	event	1202	34	139	143	0.36		1715376695	1715380295			
614	Major Franchise Opportunity Start Your Own Online Cannabis Store Free Event	event	635	34	139	99	0.35		1715376695	1715380295	1715383895		
615	Network, Connect & Build Together Expo	event	830	34	139	99	0.34		1715376695	1715383895		1715387495	1715391095
616	Cookies sued again by cannabis retail partner in $100 million dispute	content	123	35	140	98	0.27		1715376700	1715380300	1715383900		
617	Regulated marijuana offers new chance at equity: Q&A with social justice leader Martin Luther King III	content	5	35	140	144	0.26		1715376700		1715383900		
618	Want to shatter cannabis grass ceiling? Heres how these women did it	content	64	35	140	99	0.25		1715376700	1715380300	1715383900		1715380360
619	Laura Farren | Academic Research Partnerships @ CareEvolution | Master's Degrees, Public Administration and Public Health	contact	402	35	140	99	0.56		1715376700	1715383900	1715391100		1715387500
620	Ernesto Billones | Investor Relations Associate	contact	398	35	140	99	0.54		1715376700	1715383900		1715387500	
621	Christine Parman | Cannabis	contact	220	35	140	143	0.52		1715376700	1715383900	1715387500		
622	Gabrielle Feldman | Program Manager for the Environmental Support Services Contract at NASA Ames Research Center	contact	386	35	140	99	0.48		1715376700	1715383900			
623	Bill King | Managing Partner at Movi Partners Fin-Tech Investor, Board Member, Advisor, Ecosystem Catalyst	contact	165	35	140	144	0.46		1715376700	1715383900	1715394700	1715387500	1715391100
624	Launch Your Own Cannabis Virtual ( Online ) Buisness In Person Event	event	437	35	140	99	0.43		1715376700		1715380300		
625	Cannaglobe Opportunity Meeting	event	652	35	140	98	0.42		1715376700	1715383900	1715394700	1715387500	1715391100
626	Network, Connect & Build Together Expo	event	830	35	140	99	0.41		1715376700	1715380300	1715383900	1715380480	1715380360
627	Fund Your Business: Options for Raising Capital and Navigating M&A	event	1246	35	140	98	0.41		1715376700	1715383900		1715387500	
628	Launch Your Very Own Virtual (Online)Cannabis Dispensary Store	event	1129	35	140	99	0.4		1715376700	1715383900		1715380600	1715384200
629	Largest cannabis MSOs lay out modest expansion plans for 2024	content	137	36	141	143	0.38		1715376724	1715380324		1715380504	1715380384
